dog_id
44296507
44296503
44325885
44325894
44296506
44296504
44296499
44296492
44296497
44325852
44296471
44296478
44325901
44296468
44296473
44296481
44296467
44296464
44296459
44296461
44296457
44296453
44296449
44296444
44296447
44296426
44296450
43810488
44150305
44296486
44296469
44352795
44296439
44356947
44356970
44356976
44357000
44356993
44357009
44356987
44356979
44356936
44325902
44352598
44162003
44352751
44352757
44352762
44352792
44288216
44352777
44246949
44283087
44283086
44323377
44283083
44033597
44145319
44283090
44283092
44283094
44283078
44283068
44283071
44283073
44283075
44283079
44283080
44283077
44283076
44149454
44283106
44283102
44283101
44283107
44283098
44283103
44283108
44193184
44172654
44286443
44288207
44288206
44286440
44357552
44357628
44323409
44323414
44323415
43810525
44288208
44288209
44323389
44323390
44323391
44323386
44323392
44323405
44323401
44288211
44288212
44323352
44194693
44194670
44314119
44314145
44314153
44314130
44314166
44314175
44314187
44160547
44314071
44342665
44342759
44342676
44342706
44342718
44342731
44342697
44342741
44342774
44342780
44210894
44194124
44286438
43652720
44194130
44286436
42372747
44079746
44356807
44357097
44357134
44357121
44323367
44352801
44323489
44323487
44323481
44352799
44323491
44323486
44323443
44352679
44352672
44352667
44352640
44352660
44323444
44352684
44323441
42432556
44246435
44352796
44352726
44323420
44246861
44323501
44323508
44323507
44323506
44323504
44323510
44323496
44323502
44323511
44323512
44323461
44323467
44323470
44246503
44246493
44323449
44352709
44352706
44323447
44323451
44323452
44352798
44323454
44288227
44288235
44288229
44288223
44288232
43652684
